id,overall-ratings,summary,pros,cons
53,1,Took away money and opportunities,"Used to be great
Good benefits","No opportunities for growth anymore
Socialist commission structure"
879,1,"Unethical, impractical and hypocritical!",Great benefits and unfortunately that's it.,"The entire management for the most part in the HR department in the Houston corporate office is an absolute joke.  There are a few still employed there who have made their way up the corporate ladder by simply lying and throwing others under the bus continuously.  It is an absolute joke that no one cares enough to see what actually occurs in this department even when complaints are continuously raised.  Employees are led to believe that claims of harassment, bullying and various ethics violations will be investigated.  They aren't and the company always sides with management.  You will work tirelessly all day every day even on your days off only to have your managers claim your work and success as your own.  Many times you will be told that promotions are in the near future but why would you ever move up if your supervisors can keep you down because you continually make them look good?  Myself and several colleagues on the same level gave everything to BHP Billiton for years only to have them toss us to the curb when we no longer fit in their plans and the oil prices continued to slide.  It makes sense when you're trying to cut the bottom line and keep certain mid level managers who have never done a thing for the company and are absolutely over paid!"
338,5,Awesome place to work!,"People are great,  Excellent benefits.  Learning and growing experience.  Lillian Maliahas was my supervisor and the best of the best.  Great person and extremely intelligent.",none that I can think of.
749,1,WORST contracting experience...EVER,"Paid handsomely to do absolutely nothing all day for several months. Also sat next to some of the nicest Capital Market Technology PM ladies I have ever met. Self-initiated study led to my learning vasts amounts of knowledge on US and Canadian regulations, particularly Dodd-Frank Act which I will now transfer to my next contracting gig. Hours were also quite stable.","Was hired to be a senior Project Management for a massive, company-wide US regulatory initiative. During interview and first day, was again advised I should expect loads of work and travel. Despite asking daily for an opportunity to work on anything (even if not meaningful), I received little to no direction yet whenever I was proactive, I was usually reprimanded for doing something not asked for. My manager and his program manager lacked collaboration and communication skills. It was the first time I met a lawyer who was so in-methodical and disorganized. The entire project group faced constant criticisms from all business partners daily as a result. Program Manager was openly hostile in meetings with business partners and other PMs. I was kept on-board for several months before being let go for ""not meeting work requirements""."
720,5,Most respectful company,Most supportive group of people.  They make you stay in tune with your contribution and its impact on the company.,"Because of the volatility in the auto industry,  they are a lean company- meaning don't expect coffee, snacks, or administrative help.  You do for yourself.  It was a shock when I began, but I have to respect the ingenuity."
725,4,Overall good employer,"Good training, great software, nice people","50-75% travel could be higher pre-covid, opportunities to prove progression could be tenure rather than ability based"
296,3,Overpromised and underdelivered on company culture,The mission (on paper) is easy to get behind. The office space is cool with lots of food options nearby. The CEO seems pretty invested.,"Leadership sets unrealistic expectations. Outdated hiring strategy/process. They talk about the company culture as if it’s a really empowering place to work, but it’s not. Micromanagers galore, due to unqualified promotions/hires."
702,1,Neglected,Free to conduct at your own pace,"- Poor Management 
- Poor Salary 
- No Increment 
- Heartless HR 
- No action talk only"
252,5,good,good colleagues and plenty of career progression,senior management are slightly disconnected
727,1,Stay Away,"I have yet to find anyone that has a ""pro"" to share. I certainly don't have anything.","I was very excited to start working for this company. On the outside looks great. The General Managers are angry bullies. The staff turnover is incredible, the front door is like a turnstile."
462,5,Analytics,Great place to work at cba,None . All was very good
456,4,An honest truth for my time with WPG,"I'm a little confused about why the marketing team has many great creative minds yet fails to get the recognition they deserve in these reviews. When a skill was missing that wasn't yet in the quiver, WPG quickly recognized and made smart hires to address those needs. 

The most considerable pro to my tenure on the marketing team would be that Jennifer and her team hire professionals and quickly trust their decisions as subject matter experts in the digital space. I can speak to being challenged to think more significantly, leverage instruments to exceed expectations, and the inspiration to bring meaningful solutions to problems we identified. 

During my time with the WPG Brands team, we shifted the mindset from acting as a thermometer and understanding when tension was elevating into a thermostat which allowed for fluid adjustment to act calm when faced with difficulty. This shift was made possible with the leadership of Kimberly. She served as a conductor that turned a series of loud noises into a steady tempo through the shuttering of both Shelby's and Tangible Collective brands.","No company is perfect, which is why this earned a 4-star review. My most significant drawback is that WPG did not set itself up for success within the digital landscape. As I signed off my computer for my next adventure, a distant digital light was at the end of the tunnel, and I am confident it will only grow in the coming years. Unfortunately, WPG couldn't cash in on years of website data to better understand the content driving the communities in the town centers that fund commerce. I wish there had been an opportunity to stay longer and build the digital real estate."
997,3,Great Company,Great people to work with. Great bonuses.,"Numbers driven which leads to not caring of their employees (made ""overtime"" as a solution for their lots of tickets. Employees are overworked.)"
816,5,Treasury trader at Macau Chinese SOE bank,"once worked as Treasury trader, focus on offshore funding and portfolio management",very good boss top workers
863,3,Pretty good job,This job allows for great flexability,Not enough money and decided to pursue other opportunities.
270,1,Relationship manager Operations Marketing Bank Branded cards,You have to kill someone to not be promoted.  Short hours.,Pay is low.  Large and burecratic.  Pay is low.  Go getters leave after they have a year or two of experience leaving the dregs for employees.  Unenlightened managment.  Management does not adjust to the market place.  As soon as someone figures out how to eat their cheese they are done but it will require the smaller more agile firms to lobby congress to remove the benefits that congress gives to larger banks.  They dont really have a path to the future.  They are not a technological company yet they thought at one time they could sell server backup space to their banking clients.  Keep in mind that their main hardware currently are IBM Mainframes from the 70s and 80s.
202,4,A good process and regulation based banking organisation,"Hybrid work model post covid, access to senior mgmt",no clarity of growth and next level beyond Vice President
162,3,USAA Senior,"Great Pay and Benefits
Great coworkers 
Serve military members
Great work facilities 
Great culture","Long hours, including weekends and holidays
No back ups and unable to take time off
Can’t promote to better job unless replacement found
Lack of recognition
High management turnover 
Decreasing early retirement benefits
Can’t retire even after working 24 yrs"
556,3,Down bad,Rude politely good kind nice,Crew don’t care about others
730,4,Good team. Great spirit.,Smart and capable people in the team,Lack of visibility over future career in the firm
402,1,Never work here,"None that I can think of, meaningless work for a bunch of money hungry people","I would avoid work for this company, the culture is so poisonous."
703,2,Do not work here,Working with seniors and older adults is really rewarding. This is the only good thing about being employed with Sequoia Living.,"Toxic management, who belittles POC staff. White privilege runs deep in this organization and ageism is deeply embedded in their day-to-day practices treating young people as less than."
477,5,"No Work-Life Balance, Cold calling three hours a day, and low pay.","The part time off plan for full timers is wonderful. You get 4 to 5 weeks a year to be used for sick time, holidays, and vacation.","You have no life outside of work when you work here full time. You also are pretty much not allowed to have any other engagements besides working there because it's a seven day bank. The company is so sales driven and treats their employees so badly that we were forced to cold call businesses begging them to open accounts with the bank. They also cut staff so badly that every single day the branches are struggling to help their customers, lines out the door with customer complaints. Oh and when the customers get called to rate the bank and your name is attached to their transaction, you get in trouble because the bad experience is your fault not the fact the bank refuses to fully staff their stores. When I first started it was the best job, it quickly became the most stressful job I've ever had and made me hate what I was doing for work. So happy I left this bank and I am never returning."
822,2,Absolutely No Work/Life Balance,You can work from home.,I was working on their Apple Project which pays 13.00 an hour. When I was hired I was told that I would be on a set schedule. However once I was hired they changed our hours and made us work up to two hours of mandatory overtime a day.  So we had to take calls for ten hours. We also had to keep checking the chatroom and if we didn't we were written up.  They have an attendance line for you to call in case you were not going to be at work but if you used it you were written up or asked to come back to work.
772,3,Low pay but not work overload,"Less burden, commited to shift timing, managers are well trained",Poor pay rate and no career advancement
106,1,They rejected me after giving offer letter as a fresher after 2 months. Never trust this company again.,No pros for this company,"They can fire you anytime, not trustworthy!"
566,1,"Workplace drama, management that doesn't care about strategic solutions, hell for junior level employees","Good teams, strong developers, knowledgeable business, potential for interesting work and internal mobility looked good (although I never moved, I saw many people moving internally and enjoying their new roles)","Terrible frequently changing management lead to confused goals and money wasted on scrapped projects; management promotes bad workplace culture and doesn't care about the employees; HR and managers turn a blind eye to inappropriate behaviour in the office (affair between manager and direct report, teammates asking me inappropriate personal questions of a sexual nature in the office, the list goes on. Don't bother going to your manager or HR, they will literally tell you ""I'm tired"" because they are too worried about their own agenda to protect junior female employees. People would move to new roles within the company and leave behind major problematic projects and barely finished work for junior level employees with the advice ""go figure it out"";"
390,1,Simply Put - A Bad Place to Work,"Pay is good. 
Some people seem to care.
Benefits are ok.","Hard to pinpoint how bad things are with dysfunction across every level. Ineptitude just thrives at an already sinking company. In the absence of technology, processes and any form of standards, they solely rely on heroics. Unless you are a banner level client, you'll get little attention or support. 

A lack of upward mobility (unless you are skilled at pandering to c-suite), preferential treatment and unheralded promotions at the whims of management. Unfathomable amounts of broken promises and platform flaws with the only explanation, if you can call it that, from management is a cop out like ""things are tough"" or some other tired cliché. 

Management is either so invested in creating and selling a façade that things aren't bad, broken, failing (we're a happy family they say!) that they actually believe it or more alarming don't see the reality. Tech is broken or unstable, competitors are seizing up market share and new logos, turnover across departments is crippling and morale just sinks lower. Yet upper management will force a smile and say ""things are fine"" with better fortunes just around the corner. How long you believe the latter part is what you'll wrestle with before seeing the only logical choice which is to exit a company decaying from the inside."
2,5,Great Company to work with,"1. Great brand name
2. Top Management are consistent on bank's goals and strategies
3. Constantly growing company","1. Work hours do not adhere to internationally accepted standards
2. Supervisory culture still embedded in 20th century, with juniors addressing Supervisors as 'Sir', and Supervisor wielding his authority with abandon."
938,1,Poor management (Chennai),"Salary, cab, Nothing much to say","*They treat their own employee from US as a client
* No culture
*Chennai Management makes sure that we don't have direct contact with the higher management in US.
*HR claims there is glassdoor page for transact 
* HR passed wrong information abot the shift timings for 15 people at time.
* unwanted cheap behaviours from the management to hide their mistakes
*Poor pantry
* Left the company in 15+ days"
983,1,Worst company to work,there are no pros at all they just treat you like use and throw material all they want is sale sale sale they are a very greedy people,biggest con is they are fooling students by promising big big packages like 9 lpa and all but in reality they will be paying you around 20k per month that's all telling others are incentives that is performed based which eventually they will not pay you even if you have achieved the targets and the biggest scam of this company is that they start paying your salary in the next month after you have joined and before the salary date arrives they will terminate you without paying anything though you worked for 1 month they will terminate you within a month if you don't get enough sales for them and they wont even give you time to get adjusted to the the company environment my suggestion is to avoid joining this company and try to find some other job and i request the colleges too not to consider this company for the placement of the students because you will be literally ruining the students life
562,2,good for what it is,"make a LOT more than just about any other retail job
a lot of paid time off
great health benefits","its still retail
severe micro managing 
you will work every weekend
you will be made to force terrible products like ""Hum"" on people and will get in trouble if you don't"
81,3,Top Heavy Company,Flexibility for taking time off,The insurance is so incredibly expensive!! The raises at 2-3% mean you need to change positions after 2 years to actually make money.
206,3,Overall Good Work life Balance,* Stable Job * Growth for some time * Overall better pay in compared to other financial institution,* Very slow growth in Salary and less promotion * Office Politics cause hinge in promotion unless you are favorite of the management and belong to the same race/national as the manager * Racial biased in Managers is preventing employee to move forward *
35,5,One of the top employers hands down,"Well looked after 
Good working environment 
Sick scheme
Top pension 
Approachable employer 
Holiday bonus 
Attendance bonus 
Progression 
Car scheme purchase 
Ambassador programme
Full canteen 
Gym
Shower rooms 
Edap training funding 
Weekly pay 
Steady pay rises 
Union on site 
Cash machine 
Regular breaks 
Good shift pattern 
Hourly pay rate best around 
Generous shift allowance 
Cycle to work scheme 
8hr shifts 
Tuck shop (newspapers)","None really 
Can’t think of any 
Everything was more than generous 
Perhaps some employees took it for granted"
776,1,Company Rating,"Learned a lot about global financial markets, derivative products, and their pricing mechanisms",It was a very toxic work environment.
509,3,Useful for starting in scientific sales,"- Very strong initial technical training; a lot to learn and get your teeth into, in the first year or two.
- Good comradery between the rank and file staff.
- Fun activities done for charity.","- Excessive micro-management and overly-high expectations of productivity, which are heavily affected by factors outside staff control.
- R&amp;D has dried up and only offers niche products which are not good for mass-market selling, minimises sales' abilities to rapidly bring in additional business.
- Progress is challenging unless individuals vacate senior positions; sometimes the best person is now promoted for senior roles."
428,2,Sales,"If you are interested in sales, job for you","Long hours, boring meetings, lots of travel"
455,2,Design for drawbridges,Not much here except for some decent individuals that truly know how to do their job.,Very limited opportunity to get promoted. Very selective and buddy to buddy. Senior engineers do not know how to bring up junior engineers.
367,1,Id rather stick foot in a blender and eat a foot smoothie for lunch than go back to XLN,Honestly the people. I managed to meet some amazing people (who have now all left!) and we are still friends,"A normal day in my job at XLN would start with the management screaming at you to get at least 25 card machines working when yesterday the sales team only managed to sell 5. Where they expected us to pluck the other 20 from I don't know (And I have a very good imagination.) We would then work very hard to get 5 or sometimes even magically get up to 7 from last min deals etc. To then have the manager throw their phone across the office, in a tantrum. Managers were also seen to stomp feet, bash computer mouse against their table and order very expensive perfume/jewellery to the office just to go around and show everybody what they bought. I feel I should also mention that on several occasions managers where heard telling members off staff that ''they did not understand'' (that 20 card machines had to be 'made live') because English was not their first language, and they should be ''grateful this country accepted you''. 
Along with this came promises of raises which never did and bogus insentives e.g. ''Sell 5 items and you get to go home early'' (this e-mail would be sent at about 5:30pm). 
We would also be made to feel guilty if we left on time and did not come in early. 
Safe to say that my brief 6 month stint at XLN has given me and my therapist A LOT to get through."
92,4,I good company in general,Good working balance with great benefits,Management rude and very tired
340,5,TF is Brilliant,"Teleperformance is a best platform to work,",There is no downsides to work in teleperformance
898,1,Terrible,There are none they treat everyone like Crap,Being Picked on a lot as a newbie
565,1,Avoid if possible,"- Colleagues are friendly
- Systems and Processes are so outdated that you have the opportunity to learn products in-depth as there is very little automation.","- Blame culture
- HR Dept should be more professional  
- Low pay and long work hours
- Zero tolerance for errors
- Only one female in Management
- Systems and processes are outdated"
346,3,Constant flow of calls everyday,Benefits are probably the only pro,"Rotating schedules, no down time, open 24/7/365, low pay for the amount of work"
777,1,This Job Gave Me PTSD,"Health insurance, flexibility, my original boss","Bad pay, poor communication, drama"
242,1,Work environment,Work at home. Bonus at year end.,Micromanaged big time. Salary but have to work well over 8 hours a day to complete job.
14,1,Please look elsewhere.,The front desk receptionist there is extremely helpful and the company is located across the street from a Taco Bell and KFC which makes meal breaks more convenient.,"The downside about working at AMP is their horrible upper management and the toxic outdated work culture that they implement within the company. That being said, the CEO’s response during the pandemic was, “Working from home is an earned privilege” while many accounting firms has taken the initiation to work from home until November 2021.

The technology and IT infrastructure there is obsolete and outdated with software that crashes quite frequently. 

As a client service accounting company, we understand that demanding hours are expected from January through April. 
However, working 50-55 hours is expected year-round which makes a work-life balance non-existent."
316,4,Great stepping stone,The company truly cares about people having access to tools and programs to further self development. Offered flexible work from home schedule pre covid times (this may have changed).,Once acquired there were mandatory daily morning calls that were more aimed at discussing how to be successful selling insurance which did not apply to the role. Parking was sometimes challenging. Constant construction. Compensation.
601,4,Salary at Scotiabank,"- Buen clima laboral, equipos que se dedicaban a sus metas",- Tendencia a full presencial
388,1,REX  has failed..,Great people that deserved better,What kind of Real Estate company shuts its doors in the middle of the greatest Real Estate market boom of all time? One that is led by incompetent leaders.  REX failed because of the incompetence and arrogance of its CEO . He listened to the advice of people who knew nothing about Real Estate. Those people single handedly began the destruction of REX with their ill informed ideas which included the disastrous concept of whole REX. The CEO didn't listen to the right people. He didn't listen to the agents that worked in the field. He often said REX is a tech company not a Real Estate company. A tech company whose website was a joke and whose app never worked properly. He failed this company but most importantly failed the good men and woman who worked for REX. On Friday REX laid off the majority of the remaining staff with NO severance pay. A slap in the face with no disregard to their livelihoods. FAIL! CEO had the nerve to dangle a carrot of a possible IPO. Lies
274,2,Toxic Leadership and Unable to Drive Change,Great products and some high calibre team members,Leadership not empowered or willing to support genuine change. culture toxic
167,3,Direction is Lacking,"Great work/life balance, good benefits and incredible co-workers.","- Overall direction from c-suite and department leaders are lacking
- Direction that does get shared company-wide tend to change regularly
- Career path opportunities aren't clear and management typically steers clear of holding these types of discussions
- Lack of diversity across leadership roles
- Management uses the guise of ""collaboration"" so they aren't held accountable for not making decisions"
841,4,Good place to work,Work life balance is very good,"Slow pace, less opportunities for growth, getting things done is diffcult"
993,2,Okay !,"Food at subsidized rates
Office shuttle
Good work life balance
Company support you during uncertain times( as long as you have not resigned)","Some departments works like indian govt office. Where talking is prevalent than any doing impactful work
Some dept have uncles who likes to teach you morals instead of actually working.
Legacy system and code to work on
You lose trust from your employer in your notice period. You will not be given diwali gift during your notice period. Such a low mindset HR policy
No work from home, people are forced to come to office"
647,1,Broken Healthcare System at it's lowest,"I very much wish I could muster something positive from my experience at SH, but I can not.","Employees are mere numbers here. Patients are seen as nothing but dollar signs and the total of what their insurance can bring in. Of course there are amazing employees here who love and care for others, but it isn't encouraged, and often results in reprimand due to not being policy.
Stress levels are HIGH. 
Work life balance is nonexistent. 
Employees are undervalued.
Nepotism in upper management is blatant."
819,5,bien,cheque cadeau avantage securite sociale,trop de boulots pression du chef
485,1,Will never wish it on anyone,"V good working level - passionate, keen to make a difference, v collegiate. Your peers are the only saving grace &  keeps work meaningful.","Ineffective toxic mgt, HR incompetent or permanently asleep, ridiculous workload n unnecessary last min changes, & strange performance mgt system based on perception rather than results. Dun expect career progression - many haven been promoted in years."
981,2,savers review,"discount, nice people, cool clothes","overworked, did the work of multiple people and not compensated"
505,1,Glorified Slave Labor!!!,"Got to travel pre-pandemic which was cool, but was put in a 2 bedroom 1 bath air bnb with a male coworker.","You would think that the higher ups in a company would have the most responsibility and be well aware of what is going on within.. NOT HERE! Upper level management is a JOKE and everyone working there knows it. If and when and I stress IF, they actually show up to work, they hide in their private offices or gossip about coworkers in the kitchen. The most ANXIETY INDUCED atmosphere because in the morning you can be getting great feedback and by the afternoon they could be threatening your position, so you never know where you stand. There is NO CONSISTENCY due to the constant hiring/firing/quitting due to emotional trauma. My favorite memory was when the CEO's assistant, who was treated more like a personal assistant, actually picked up, quit and left on the spot midmorning because she could not stand it anymore."
832,3,Not the best place to work,Competitive salary. Good benefits. Good location.,"They create a meeting to discuss about next meeting. Then meeting to schedule the meeting and finally meeting that can take all day. Micromanagement, micromanagement..."
244,1,The worst kind of hypocrisy,"Some of the people are kind , knowledgeable and genuine and shock ! Don’t attend a church !","Passive aggressive with some employees,  if you are deemed out the loop or not a church goer or vocal on employment law , the next world crisis means you are up for redundancy .
2020 Covid is a great example , furlough scheme and 10 people out the door 8 weeks on from first lockdown .
The culture is dead . It used to be more than about money , it used to be about people and excelling in engineering.
Claiming to have high Christian principles to get  contracts then casting staff away unnecessarily when the government would have funded them to stay until things return to normal is abhorrent.
A Man of higher authority can move a man but his soul is in his keeping alone . When they stand before their maker and state virtue was not convenient at the time so  made a compromise, then another and another  …
I don’t think that excuse will suffice . 
The company has lost its way and is altogether toxic ."
567,2,Toxic Environment ,It wasn’t bad a few years ago but became toxic and intolerable.,"Leadership supports and encourages negative, chauvinistic, unethical behavior. HR department is aware and allows it to continue."
876,2,Rollercoaster Org,"Travel opportunities
Fantastic co-workers
Opportunity to learn from smart and savvy business owners
Work from home opportunities","My most memorable CON is when the CEO told staff we needed to accept we work for a nonprofit and receive nonprofit pay or go work elsewhere. That is easy to say when you make $400k+ a year. Meanwhile your staff are paid way below industry average, don't receive any raises (not even cost of living raises) and cannot even be reimbursed for needed supplies while working from home because your monthly ""stipend"" doesn't cover all the costs.
Staff are overrun and overworked by members (in some cases verbally insulted and demoralized) on the regular without consequence. That's what happens though when you underappreciate and undertrain your staff while the organization spends millions to appease member leaders with lavish parties, flights and trips around the world, nights out drinking in clubs, etc which supports their large egos and poor behaviors.
There is little room for growth, so don't plan to expand on your resume within the organization."
563,2,You're expendable,"Decent pay, benefits, remote work options, some people are smart/nice/productive etc","Where to start... constant org changes by execs made and rolled out impulsively with little logistical forethought... expected to work and be available weekends even if they didn't tell you upon taking the job...expectations increase to unreasonable heights... constant stress and over work... very hard to move up and whoever butters the right person up gets the promotion or deference... essentially very little work/life balance... they care very little about employee retention and expect you to stay 2 years or less, it's rare you see someone on a team for longer than that and they are the most senior. There may be 'good teams' but you are expendable and they make it clear. Not a long term career place. Snake pit by NYT was accurate. If you want to be treated like a human, run the other direction or use it as a spring board/resume booster only. Won't get better unless corp culture changes and the execs don't care."
687,1,Beware of Medline,"Good distribution and service area
Products","Poor leadership, changes in quotas, restrictive allocation to clients in need.
HR is horrible and doesn't support the employee concerns"
190,3,,"Friendly Environment ,Good Management and Great Accounts",the only downside they have is there payroll department
783,3,?,it was good and not too stressful,just hated the rotten fruits
700,2,Could use some new management.,The people are what make the place worth working at.,"The management and the company itself does not care about the people, whether it be the patients or its workers."
476,3,Senior Advisor,Pay is good. Work from home.,You have horrible benefits. I worked for TP for 4 years and barely moved up the ladder while i saw people ive mentored moved up. All because i was in T2 &amp; had such strict requirements i could never get a promotion. Schedule is poop. If you wish to have good work/life balance do not choose this job! Again i worked there for years but my schedule changed evey 3 months and forced to take night shift!! This job had so much potential but literally higher ups are running it to the ground because they cater to “business” vs actual care for their employers. To succeeed here you need to be there 100% of the time with 100% stats every week
682,2,"Good when you are employee, bad when you leave",They do take care of employees. My team was good so my experience at YASH was really good.,"Their notice period is 3 months long.
They don't give payment to employee once you put your resignation. So no payment for whole 3 months. It get worse though. 
They will provide the full and final settlement statement after 15-20 days of your last day. And after you send the formal acceptance of f&amp;f statement, they take another 20-25 days for the final payment to be deposited in account. 
So all in all you don't payment for 4 months."
511,3,Good to learn processes and procedures of management consulting,"Great employee development 
Great people","Excessively long hours 
Hard to get promoted if you are not on the right team"
59,3,Great company to work but very little growth,"Great work
New Technologies
Freedom to take any user stories and no compulsion","Slow growth
Very Low compensation
Entering 5 words"
475,3,Decent place to work until they let you go due to Corporate greed!,"Great compensation as well as benefits from the first day you start, 401k match up to 6%, tuition reimbursement & plan discount. I have learned new skills regarding sales process & support for devices. The people I worked with were also like my second family & made the days working there bearable.","Your schedule will never be consistent so forget about having a life outside of work. Hours are extremely long during the holidays with often times no lunches or breaks, depending on how busy or understaffed we were. Some of the managers were quite unprofessional as well as disrespectful; not only to their employees but also to some customers. They were caught doing very unethical things to increase sales. However, it seems the upper channels encouraged that because it was all about numbers & no longer about loyalty to employees as well as customers. Company culture as well as customer experience went down hill, especially after the major layoffs within the past couple of months. It doesn't matter how long you have worked for the company. If they want to cut your position to cut cost from their own mistakes, they will get rid of you quickly!"
561,4,Lifetime of joy,"Time with the bank went very quickly. i started on a 2 week temporary assignment and left 30 years later due to redundancy. My role was gone but I was offered others, but decided now was a good time to try something else. If redundancy did not come up I would still be there.",Due to staff levels sometimes you felt that you did not know where to turn to next. It was very changeable and at times stressful.
857,3,Work life balance and job security is very poor,"Adequate leaves are available, Salary and benifits very good as compared to other companies.",Job security and work- life balance is very poor.
748,1,Bad culture,Learn a lot as a lot is required,Bad bad bad bad culture
253,1,Marketing,Some great people and great perks,Incompetent management and no strategy
22,5,Best Professional Growth and Development,"- The People. You get to work with and learn from the best in the industry. CBI employees take pride in what they do, and being successful as a team. 
- Professional Development. I was pushed (sometimes we all need a push) and encouraged to grow and develop, and it made me more successful in my career. There is a competitive culture within CBI, so if you are interested in just meeting the bare minimum and not sharpening your skills, you will not thrive. 
- Your Voice is Heard. CBI embraces the Lencioni Pyramid. Conflict is ok (and honestly is necessary!) as long as it's handled appropriately. I always felt that I could voice my opinions and recommendations to management and that it was received well. Note here, there is a difference between just complaining to upper management, and bringing forward a problem with a proposed solution. If you just want to complain about problems, you won't be successful. 
- Opportunities to Shine. CBI is a small company and as such, there are plenty of opportunities for driven, smart individuals to make big accomplishments and truly set themselves apart. I feel that CBI provided ample opportunities for me to be recognized for the work I was doing and overall was great at acknowledging when employees were making an impact.","- Smaller company, means less competitive benefits and limitations to career growth."
314,1,Will work you to death,Company is pushing for growth; top leadership transparency; same level coworkers are nice and helpful; remote working.,"VERY heavy work loads; poor program management; low pay for the amount of hours worked; zero work life balance; little room for advancement; client can be quite abusive towards employee with little to no correction from program leadership; benefits are not very good and expensive; training is poor on all levels; program leadership is selfish, manipulative, demotivating; way too many trackers; badly understaffed - forget taking a vacation you’ll come back to an even worse situation than how you left it since there isn’t anyone who has enough bandwidth to truly cover your multiple desk loads."
460,2,"Seems like a good place to work, but...","You learn a lot about the industry, and it can be fun at times.","While it seems like being a ""Fuelie"" should be amazing, there is a lot of discontent amongst employees who feel stifled on a professional level. Many of us complained amongst ourselves that the investment into appearing cool could be applied to other things that would benefit both the customer and the employee."
161,1,Do not work here,"-The product is great, especially on the pharma end. It can make a real difference in the drug development process for a biotech. 
-Commission plan is pretty decent.","Awful management. The sales cycle for business intelligence is 4-12 months, but if you don’t score after month 2, they’ll put you on a performance plan. Once you’re on a performance plan, your job will be threatened every day. Every single meeting with your manager you’ll be reminded that “upper management” wants you gone. It’s so toxic. 

If you do manage to get close to a deal, management will force you to change payment terms or contract years at the last minute. 

There is absolutely no company culture. I literally never met half the people on my team. Management has no interest in building a collaborative environment. 

There are no sales tools at all. GlobalData supposedly is a billion dollar company, but they couldn’t be bothered to invest in Salesforce admin, zoominfo, LinkedIn sales navigator, or any other standard sales enablement tool. They expect every rep to just magically find phone numbers and emails. 

Bottom line is that you can find a better sales job. I beg you to not take a job here. You’re mental health depends on it."
277,2,It's a job,Fast pace environment helps refine management skills.,"Abusive, toxic environment and practices."
956,4,Supplemental Insurance representative,"The higher ups were great, all the benefits as well.","Limited amount of resources, no actual place to call on office. Had to drive personal vehicale."
192,5,"Great, Innovative Company","- Great collaborative work environment
- Very supportive technical team
- Strong benefits package
- Cares about customers
- Flexibility to innovate and improve your role","-Processes are lacking in some areas
- Would like to work from home more"
386,2,Systemic problems in IT,"The county is overall a good and enjoyable place to work; my rating reflects what it's like working in IT. 
One positive note is there have been some strides in user education around security.","So where to begin... the IT department is plagued by innumerable issues that are mostly self-inflicted.
Number one with a bullet is management, a team which has undergone a complete changeout over the last few years. One of the last competent managers, who was a calm voice of reason, retired early out of frustration with the new leadership.

There's been a tonal shift in department culture. Morale is low and the department's panicky management style encourages finger pointing and contention among the staff. There are unclear standards around change management, and how to work with other teams within the department that never get addressed. Everyone is on edge, and there’s repeat offenders who will belittle and disparage other staff in meetings.

They actually had a doctor, a business psychologist, come in a couple years ago to interview the staff in small groups. Feedback from the staff was almost unanimous, but it seemed like the doctor’s report and suggestions were thrown out since it was critical of the director and deputy director.

The department is stuck in gridlock. There are a lot of half-baked processes, and then new processes and new committees to figure out why the processes aren’t working. 
Have a question? Your direct manager will either be unavailable or won’t know how to help you because they’re unsure of the direction the director wants them to take, or they’ll point you to another manager who’s just as unconfident.

County staff have become unhappy with IT, and aren’t shy about sharing that with you when you work with them. I can’t blame them because it’s hard to get help or work just isn’t being done.
There’s a process for what projects you’re supposed to work on, but management will quickly shoehorn a different #1 priority project/issue onto your plate, usually weekly, or anytime there’s a fire caused by their poor planning or some highly visible problem that makes the department look bad. 

Your head will be spinning trying to track your time in tickets, a time log, your outlook calendar, and your time card (while making sure it’s properly coded to the right work order)."
806,2,Stay away,"Great colleagues, active attempts from people on the floor to create the best possible environment

Product is ok and lots of good attention to end user needs &amp; UX/Design","Senior Management has no idea how to run a company, let alone scale one fast.

Some good people in middle management but serious problems at the top of the company. Heading towards command&amp; control which will likely get worse now that the competition is getting serious after the pandemic.

Hiring &amp; recruitment is a trainwreck

Software product but little to no value on quality engineering at scale, multiple layers of patchwork with no incentives to clean up. If anything a feature factory but badly run.

Everything is important and urgent, which means nothing is. Growing rapidly but not managing those changes. Extremely bad at communicating, lacking most real information. Cheerleader culture.

Nice values but not living up to them."
414,2,Good People - Poor Management,"Great people, overall rewarding work, good pay and benefits.","Poor employee recognition. Senior leadership picks favorite up and coming managers and discards the others, while looking for ways they can terminate them or get them to quit; archaic computer/software systems that don't talk to one another; understaffed in the IT area so improvements are years out; staff are blamed for errors they can't control; performance reviews are a joke - mine never had any constructive information."
492,2,"No plan, no action",Decent salarie bonus and benefits.,"No strategy whatsoever. 
Management not interested bad communication.
Reports, reports, reports, reports"
344,3,It's an OK place to work,Great people to work with and most areas have fun.,Workloads not evenly balanced and much duplication
770,5,Très bien,"CE
RTT
Bonne ambiance
très bon endroit pour apprendre et se développer",Rien à dire sur l'expérience que j'ai eu
309,1,Horrible,I learned a lot working at Meta. Met a lot of amazing people.,Grossly underpaid and overworked. They spend more time blaming and finger pointing than actually working the issues. They don't care about the employees.
662,5,A Great Experience,Truly entrepreneurial spirited company that knows how to pivot when necessary and take opportunities that knock. I worked at this company for 10 years as employee #2 to start-up the firm and saw it grow to over 800 employees and $70M in gross revenue. I only left to go back to another entrepreneurial start-up because those are my passion.,"No cons, in yea r 2019 the company was bringing in new equity partners and new leadership becoming more structured and my passion was the start-up organizations where i felt i could add the most value. I remain in contact with employees that work there still today."
131,1,Humiliation all around,Nothing as such only cons,You will get free humiliation because the management has kept all relatives there
